瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),老炼(hr),老荤(MJ/m2),傈款樊(10盒困),瘤搁柯档(∑C)
156,堡林,2022-07-21 15:00,24.3,,2,320,94,0,.74,9,28.3
156,堡林,2022-07-21 16:00,24.7,,1.6,320,93,.2,1.15,8,29.8
156,堡林,2022-07-21 17:00,25.2,,1.7,20,84,.3,.88,7,30.2
156,堡林,2022-07-21 18:00,24.7,,1.2,320,85,.2,.72,9,26.4
156,堡林,2022-07-21 19:00,24.8,,1.5,320,89,0,.22,6,25.5
156,堡林,2022-07-21 20:00,24.6,,.9,320,90,0,.08,9,24.6
156,堡林,2022-07-21 21:00,24.3,,1.3,270,95,,,8,24.1
156,堡林,2022-07-21 22:00,24,,1,290,96,,,9,23.1
156,堡林,2022-07-21 23:00,23.9,,.7,250,97,,,6,22.7
156,堡林,2022-07-22 00:00,23.5,,.9,250,98,,,7,22.8
156,堡林,2022-07-22 01:00,22.6,,1.3,250,99,,,4,22.2
156,堡林,2022-07-22 02:00,22.7,,1,250,99,,,4,21.8
156,堡林,2022-07-22 03:00,22,,.7,160,99,,,3,21.6
156,堡林,2022-07-22 04:00,22.4,,.9,200,99,,,6,22.1
156,堡林,2022-07-22 05:00,22.2,,.9,180,99,,,8,21.8
156,堡林,2022-07-22 06:00,22.2,,1,200,99,0,.08,7,22.2
156,堡林,2022-07-22 07:00,22.9,,.9,180,99,.1,.26,4,23.4
156,堡林,2022-07-22 08:00,23.8,,.9,200,99,.8,.78,5,25.8
156,堡林,2022-07-22 09:00,24.7,,.4,0,97,.1,.6,6,26.7
156,堡林,2022-07-22 10:00,25.4,,1,250,86,.2,.99,7,28.3
156,堡林,2022-07-22 11:00,25.7,,.6,270,82,0,.77,9,28.2
156,堡林,2022-07-22 12:00,26,,.2,0,84,.1,1.23,9,29.4
156,堡林,2022-07-22 13:00,27.6,,.7,20,77,.3,1.7,8,35.4
156,堡林,2022-07-22 14:00,28.5,,.5,360,72,.5,1.83,7,37.5
156,堡林,2022-07-22 15:00,28.8,,1.1,290,64,.6,2.23,7,35.8
156,堡林,2022-07-22 16:00,28.9,,1.3,290,63,.6,1.85,6,34.5
156,堡林,2022-07-22 17:00,29.1,,1.2,320,65,.5,1.26,4,34.4
156,堡林,2022-07-22 18:00,27.9,,1.2,320,72,.2,.66,3,29.8
156,堡林,2022-07-22 19:00,27,,.9,290,82,.4,.42,3,27.1
156,堡林,2022-07-22 20:00,26.1,,.8,270,85,.1,.11,3,24.7
156,堡林,2022-07-22 21:00,25.3,,.9,250,92,,,0,23.6
156,堡林,2022-07-22 22:00,24.9,,.9,250,96,,,6,23.1
156,堡林,2022-07-22 23:00,24.2,,.3,0,97,,,6,22.7
156,堡林,2022-07-23 00:00,24.2,,0,0,98,,,2,22.6
156,堡林,2022-07-23 01:00,23.8,,.9,250,99,,,7,22.3
156,堡林,2022-07-23 02:00,23.1,,.7,160,99,,,5,21.9
156,堡林,2022-07-23 03:00,23.2,,.8,230,99,,,8,22.6
156,堡林,2022-07-23 04:00,23.1,,.6,180,99,,,9,23.2
156,堡林,2022-07-23 05:00,23,,.3,0,99,,,7,23.3
156,堡林,2022-07-23 06:00,22.8,,.8,160,99,0,.07,6,22.7
156,堡林,2022-07-23 07:00,23.1,,.1,0,99,.3,.34,2,23.9
156,堡林,2022-07-23 08:00,24.5,,.3,0,97,.6,.84,4,28.1
156,堡林,2022-07-23 09:00,25.5,,1.3,70,92,.9,1.58,6,32.3
156,堡林,2022-07-23 10:00,27.1,,2.3,180,79,.5,1.75,8,37.3
156,堡林,2022-07-23 11:00,27.6,,2.3,230,74,.4,1.84,10,36.9
156,堡林,2022-07-23 12:00,28.4,,2.5,230,74,.2,1.89,10,38.4
156,堡林,2022-07-23 13:00,27.9,,2.5,230,75,0,1.63,10,35
156,堡林,2022-07-23 14:00,27.7,0,2.8,200,80,0,.88,10,32.9
156,堡林,2022-07-23 15:00,27.4,,3,180,81,0,1.02,10,32.4
156,堡林,2022-07-23 16:00,26.9,0,2.4,180,82,0,.62,10,29.5
156,堡林,2022-07-23 17:00,26.4,0,1.5,160,90,0,.41,10,28.2
156,堡林,2022-07-23 18:00,26.5,0,1.3,200,82,0,.33,10,26.5
156,堡林,2022-07-23 19:00,23.2,13.9,2.2,200,99,0,.05,10,23.7
156,堡林,2022-07-23 20:00,22.8,5.7,1.9,180,99,0,.06,10,23.7
156,堡林,2022-07-23 21:00,23,.7,1.5,140,99,,,10,23.5
156,堡林,2022-07-23 22:00,23.6,0,3.8,200,99,,,10,23.6
156,堡林,2022-07-23 23:00,23.4,1.6,3,200,99,,,10,23.7
156,堡林,2022-07-24 00:00,23.8,.7,4,180,99,,,10,23.6
156,堡林,2022-07-24 01:00,23.4,11.1,2.2,320,99,,,10,23.5
156,堡林,2022-07-24 02:00,23.9,1.6,2.3,180,99,,,9,24
156,堡林,2022-07-24 03:00,24,.2,2,200,99,,,10,24.2
156,堡林,2022-07-24 04:00,24.2,0,1.9,250,99,,,5,24.5
156,堡林,2022-07-24 05:00,23.9,,3.8,230,99,,,8,24.3
156,堡林,2022-07-24 06:00,23.4,,2.5,230,99,0,.06,5,24
156,堡林,2022-07-24 07:00,23.5,,2.9,200,99,0,.12,5,24.4
156,堡林,2022-07-24 08:00,23.4,0,3.8,230,99,0,.29,10,25.1
156,堡林,2022-07-24 09:00,23.5,.4,2.3,230,99,0,.36,10,26.6
156,堡林,2022-07-24 10:00,24.3,0,2.2,250,99,0,.92,10,28.8
156,堡林,2022-07-24 11:00,24,0,2.7,230,99,0,.73,10,27.2
156,堡林,2022-07-24 12:00,24,.3,2.9,230,99,0,.72,10,28.5
156,堡林,2022-07-24 13:00,23.9,.4,2.1,230,99,0,.35,10,26.8
156,堡林,2022-07-24 14:00,24.1,.2,2.3,230,99,0,.43,10,27.1
156,堡林,2022-07-24 15:00,24.1,,2.2,250,99,0,.38,10,26.6
156,堡林,2022-07-24 16:00,24.3,,1.9,250,99,0,.43,10,26.8
156,堡林,2022-07-24 17:00,24.4,,1.6,250,99,0,.31,10,26.1
156,堡林,2022-07-24 18:00,24,,1.5,250,99,0,.13,10,25.4
156,堡林,2022-07-24 19:00,24.2,,1.4,250,99,0,.1,9,24.8
156,堡林,2022-07-24 20:00,24.1,,1.3,250,99,0,.07,9,24.5
156,堡林,2022-07-24 21:00,24,,.7,230,99,,,8,24.3
156,堡林,2022-07-24 22:00,24,,1.2,250,99,,,9,24.3
156,堡林,2022-07-24 23:00,23.8,,.3,0,99,,,10,24.1
156,堡林,2022-07-25 00:00,24,,.5,250,99,,,9,24
156,堡林,2022-07-25 01:00,23.5,,1.2,230,99,,,10,24.1
156,堡林,2022-07-25 02:00,23.6,,.7,230,99,,,10,24
156,堡林,2022-07-25 03:00,23.7,,.1,0,99,,,7,24
156,堡林,2022-07-25 04:00,23.8,,0,0,99,,,7,23.9
156,堡林,2022-07-25 05:00,23.5,,0,0,99,,,7,23.9
156,堡林,2022-07-25 06:00,23.6,,0,0,99,0,.06,8,23.9
156,堡林,2022-07-25 07:00,23.9,,.2,0,99,0,.16,9,24.9
156,堡林,2022-07-25 08:00,25.3,,.2,0,99,.5,.92,9,28.4
156,堡林,2022-07-25 09:00,25.5,,.5,50,97,0,.81,8,29.8
156,堡林,2022-07-25 10:00,26,,0,0,92,0,1.05,9,30.7
156,堡林,2022-07-25 11:00,27.3,,1.2,70,86,0,1.46,7,33.8
156,堡林,2022-07-25 12:00,27.9,,.3,0,80,0,1.89,9,35.3
156,堡林,2022-07-25 13:00,28.8,,.8,20,76,0,1.7,8,37.3
156,堡林,2022-07-25 14:00,29.7,,1.2,70,70,.6,2.8,7,41.8
156,堡林,2022-07-25 15:00,30.5,,1.2,360,67,.8,2.5,4,39.9
156,堡林,2022-07-25 16:00,31.1,,1.9,320,73,.5,1.54,5,39.2
156,堡林,2022-07-25 17:00,30.2,,1.2,340,77,.9,1.84,3,35.2
156,堡林,2022-07-25 18:00,30.4,,1.1,360,75,1,1.49,7,33.8
156,堡林,2022-07-25 19:00,29.1,,.9,360,81,1,.64,2,28.9
156,堡林,2022-07-25 20:00,27.5,,1.2,50,90,.2,.13,1,26.3
156,堡林,2022-07-25 21:00,26.8,,.7,50,93,,,0,25.3
156,堡林,2022-07-25 22:00,25.7,,1,50,98,,,2,24.7
156,堡林,2022-07-25 23:00,25.3,,.4,0,99,,,1,24.2
156,堡林,2022-07-26 00:00,25.2,,.9,230,99,,,0,23.9
156,堡林,2022-07-26 01:00,25.2,,.4,0,99,,,5,24.5
156,堡林,2022-07-26 02:00,24.8,,.4,0,99,,,6,23.7
156,堡林,2022-07-26 03:00,24.3,,0,0,99,,,3,23.3
156,堡林,2022-07-26 04:00,24.3,,0,0,99,,,1,23
156,堡林,2022-07-26 05:00,24,,0,0,99,,,0,22.8
156,堡林,2022-07-26 06:00,24,,0,0,99,0,.07,2,24
156,堡林,2022-07-26 07:00,24.4,,.8,70,99,.6,.39,2,24.9
156,堡林,2022-07-26 08:00,25.4,,1.4,230,99,.4,.7,2,28
156,堡林,2022-07-26 09:00,26.8,,.5,360,94,.4,1.21,8,31.1
156,堡林,2022-07-26 10:00,27.5,,.6,320,90,.1,1.38,8,33.5
156,堡林,2022-07-26 11:00,28.5,,.9,200,85,.3,1.83,7,35.5
156,堡林,2022-07-26 12:00,29.6,,1.4,230,80,.3,2.03,8,39.1
156,堡林,2022-07-26 13:00,29.2,,2.1,230,80,.2,1.51,8,36.5
156,堡林,2022-07-26 14:00,30.4,,.9,250,78,.4,1.73,7,37.7
156,堡林,2022-07-26 15:00,30.9,,2.5,200,68,.7,2.31,8,39.8
156,堡林,2022-07-26 16:00,31.2,,1.5,200,67,.6,1.8,6,38.3
156,堡林,2022-07-26 17:00,31.3,,2.6,200,70,.4,1.11,6,36.9
156,堡林,2022-07-26 18:00,29.8,,2.6,200,70,.8,1.01,4,33
156,堡林,2022-07-26 19:00,29.3,,2,200,72,.4,.39,0,29.4
156,堡林,2022-07-26 20:00,28.1,,1.8,200,79,0,.09,5,27.2
156,堡林,2022-07-26 21:00,27.4,,2,230,86,,,6,26.5
156,堡林,2022-07-26 22:00,26.3,,2.3,230,96,,,6,25.4
156,堡林,2022-07-26 23:00,25.8,,1.9,230,97,,,5,24.7
156,堡林,2022-07-27 00:00,25.2,,1,230,97,,,5,24.2
156,堡林,2022-07-27 01:00,24.9,,2.4,200,97,,,6,23.7
156,堡林,2022-07-27 02:00,24,,0,0,98,,,2,23
156,堡林,2022-07-27 03:00,24,,1,50,99,,,2,22.7
156,堡林,2022-07-27 04:00,23.2,,1.1,70,99,,,3,22.2
156,堡林,2022-07-27 05:00,23.1,,0,0,99,,,1,21.7
156,堡林,2022-07-27 06:00,23.2,,.5,70,99,0,.07,2,21.7
156,堡林,2022-07-27 07:00,23.7,,.5,360,99,.7,.44,5,23.6
156,堡林,2022-07-27 08:00,25.3,,.7,70,92,1,.98,3,27.2
156,堡林,2022-07-27 09:00,27,,.4,0,82,1,1.81,5,31.8
156,堡林,2022-07-27 10:00,28,,.3,0,75,1,2.31,3,37.1
156,堡林,2022-07-27 11:00,29.5,,1.2,70,67,1,2.83,6,41.8
156,堡林,2022-07-27 12:00,30.2,,3.3,200,62,.9,3,6,44.7
156,堡林,2022-07-27 13:00,31.1,,2.3,180,62,1,3.45,6,46.1
156,堡林,2022-07-27 14:00,31.3,,3.4,200,58,1,3.42,7,49.2
156,堡林,2022-07-27 15:00,31.3,,2.1,180,61,1,2.81,7,46.2
156,堡林,2022-07-27 16:00,30.7,,2,180,64,.5,1.95,7,40.7
156,堡林,2022-07-27 17:00,29.7,,2.4,180,67,.5,1.17,7,36.1
156,堡林,2022-07-27 18:00,29.6,,3.1,180,67,.3,.69,7,34.6
156,堡林,2022-07-27 19:00,28.5,,2.4,180,73,.4,.5,8,31.2
156,堡林,2022-07-27 20:00,27.6,,2.3,180,78,0,.11,8,28.4
156,堡林,2022-07-27 21:00,27.2,,1.8,180,79,,,7,26.9
156,堡林,2022-07-27 22:00,26.8,,1.3,180,82,,,8,26.1
156,堡林,2022-07-27 23:00,26.4,,1.5,180,87,,,6,25.5
156,堡林,2022-07-28 00:00,25.8,,.4,0,91,,,6,25.1
156,堡林,2022-07-28 01:00,25.4,,.4,0,93,,,6,24.7
156,堡林,2022-07-28 02:00,25.2,,.1,0,96,,,6,24.3
156,堡林,2022-07-28 03:00,24.9,,.2,0,97,,,5,24
156,堡林,2022-07-28 04:00,24.5,,.4,0,98,,,3,23.6
156,堡林,2022-07-28 05:00,24.5,,.2,0,99,,,3,23.3
156,堡林,2022-07-28 06:00,23.8,,.3,0,99,0,.07,3,23.3
156,堡林,2022-07-28 07:00,24.6,,0,0,98,.7,.37,0,24.7
156,堡林,2022-07-28 08:00,26.7,,.1,0,91,1,1,0,28.2
156,堡林,2022-07-28 09:00,27.9,,.6,20,81,1,1.72,0,33.2
156,堡林,2022-07-28 10:00,29.2,,.6,50,77,1,2.3,2,38
156,堡林,2022-07-28 11:00,30.6,,3.8,200,71,.8,2.27,0,41.8
156,堡林,2022-07-28 12:00,31.7,,1.9,180,62,1,3.18,0,47
156,堡林,2022-07-28 13:00,32.3,,3.2,200,62,1,3.42,0,50.7
156,堡林,2022-07-28 14:00,32.4,,4,200,60,1,3.42,0,52.5
156,堡林,2022-07-28 15:00,32.6,,3.9,180,55,1,3.08,0,52.3
156,堡林,2022-07-28 16:00,32.5,,2.1,140,57,1,2.56,0,49.7
156,堡林,2022-07-28 17:00,32.3,,3.3,200,61,1,2,1,45.7
156,堡林,2022-07-28 18:00,31.3,,2.8,200,65,1,1.3,3,39.8
156,堡林,2022-07-28 19:00,30,,1.6,140,72,.8,.44,2,33
156,堡林,2022-07-28 20:00,28.9,,1.1,140,79,.1,.1,5,30.1
156,堡林,2022-07-28 21:00,28.6,,1.7,180,81,,,7,28.6
156,堡林,2022-07-28 22:00,28,,1.4,200,87,,,3,27.8
156,堡林,2022-07-28 23:00,27.7,,1.2,90,89,,,2,27.2
156,堡林,2022-07-29 00:00,27.4,,.8,230,94,,,2,26.7
156,堡林,2022-07-29 01:00,26.9,,.6,140,96,,,2,26.3
156,堡林,2022-07-29 02:00,26.5,,1,70,98,,,2,25.9
156,堡林,2022-07-29 03:00,26.3,,1.2,90,98,,,2,25.6
156,堡林,2022-07-29 04:00,26.3,,.2,0,97,,,2,25.2
156,堡林,2022-07-29 05:00,25.8,,1,50,99,,,2,24.9
156,堡林,2022-07-29 06:00,25.6,,.8,50,99,0,.06,0,24.8
156,堡林,2022-07-29 07:00,26.2,,1.4,50,98,.8,.4,0,25.5
156,堡林,2022-07-29 08:00,27.9,,2.5,70,91,1,1.08,2,29.5
156,堡林,2022-07-29 09:00,30.2,,1.3,70,80,1,1.89,3,36.2
156,堡林,2022-07-29 10:00,32,,1.7,70,68,1,2.77,7,45.4
156,堡林,2022-07-29 11:00,32.7,,1.8,90,63,1,2.45,3,48
156,堡林,2022-07-29 12:00,33.3,,1.4,110,68,.9,3.08,6,51.1
156,堡林,2022-07-29 13:00,33.4,,2.2,90,59,.8,2.54,5,50.5
156,堡林,2022-07-29 14:00,34.4,,1.7,160,58,.7,2.21,2,53.5
156,堡林,2022-07-29 15:00,34.4,,1.4,90,57,.8,2.06,4,52.8
156,堡林,2022-07-29 16:00,33.5,,2,90,58,.7,1.34,5,44.1
156,堡林,2022-07-29 17:00,34.2,,1.2,90,59,.9,1.68,2,45.9
156,堡林,2022-07-29 18:00,33.5,,1.5,140,59,1,1.29,3,40
156,堡林,2022-07-29 19:00,32.2,,1.1,90,63,.3,.32,4,33.4
156,堡林,2022-07-29 20:00,31,,1.6,110,70,.1,.08,6,30.8
156,堡林,2022-07-29 21:00,30.5,,1.2,110,73,,,0,29.4
156,堡林,2022-07-29 22:00,29.9,,2,90,70,,,3,28.2
156,堡林,2022-07-29 23:00,29.6,,1.9,70,70,,,3,27.6
156,堡林,2022-07-30 00:00,28.8,,1.6,70,75,,,2,27.1
156,堡林,2022-07-30 01:00,28.3,,2,70,77,,,3,26.5
156,堡林,2022-07-30 02:00,28.2,,1.7,50,80,,,3,26.1
156,堡林,2022-07-30 03:00,27.5,,1.7,50,82,,,0,25.7
156,堡林,2022-07-30 04:00,26.5,,2.3,70,89,,,0,25.2
156,堡林,2022-07-30 05:00,26.3,,1.1,50,90,,,0,24.9
156,堡林,2022-07-30 06:00,26.6,,1.2,20,91,0,.06,2,25
156,堡林,2022-07-30 07:00,27.4,,1.4,70,87,.7,.38,4,25.8
156,堡林,2022-07-30 08:00,28.5,,2.4,70,84,1,1.05,5,30.1
156,堡林,2022-07-30 09:00,29.9,,1.7,90,75,.5,1.17,7,33.4
156,堡林,2022-07-30 10:00,29.8,,2.6,90,73,.3,1.34,8,36.2
156,堡林,2022-07-30 11:00,30,,1.6,70,72,.1,1.26,7,37.8
156,堡林,2022-07-30 12:00,30,,2.4,110,75,.2,1.47,10,38.6
156,堡林,2022-07-30 13:00,29.6,,3.1,90,78,0,1.01,10,37.5
156,堡林,2022-07-30 14:00,28.8,0,2.1,70,85,0,.8,10,33.6
156,堡林,2022-07-30 15:00,28.3,0,2.2,70,93,0,.65,10,32.4
156,堡林,2022-07-30 16:00,28.2,0,1.8,70,92,0,.62,10,31.1
156,堡林,2022-07-30 17:00,28.7,0,1.5,70,90,0,.51,10,31.6
156,堡林,2022-07-30 18:00,28.9,0,1.9,70,87,0,.51,10,31.5
156,堡林,2022-07-30 19:00,29.1,,1.8,90,83,0,.31,8,29.8
156,堡林,2022-07-30 20:00,28.6,,1.6,70,86,0,.1,8,27.8
156,堡林,2022-07-30 21:00,28.7,,2.3,90,83,,,8,27.2
156,堡林,2022-07-30 22:00,28.7,,1.4,90,83,,,10,27.2
156,堡林,2022-07-30 23:00,28.2,,1.6,70,86,,,10,27.1
156,堡林,2022-07-31 00:00,28.1,0,2.1,70,87,,,10,26.8
156,堡林,2022-07-31 01:00,28.2,0,1.7,70,87,,,10,26.7
156,堡林,2022-07-31 02:00,27.6,0,1,90,93,,,10,26.3
156,堡林,2022-07-31 03:00,27.9,0,1.6,90,91,,,8,26.1
156,堡林,2022-07-31 04:00,27.6,,1.9,70,93,,,9,26.2
156,堡林,2022-07-31 05:00,26.4,0,1.7,90,99,,,10,26.1
156,堡林,2022-07-31 06:00,25.4,1.6,1.3,110,99,0,.05,10,25.9
156,堡林,2022-07-31 07:00,26.1,0,1.4,90,99,0,.19,10,26.8
156,堡林,2022-07-31 08:00,26.7,0,2.5,140,99,0,.42,10,27.9
156,堡林,2022-07-31 09:00,27.3,0,2.6,110,97,0,.56,10,28.9
156,堡林,2022-07-31 10:00,27.5,0,1.2,90,97,0,.58,10,29.1
156,堡林,2022-07-31 11:00,26.9,0,1.7,70,99,0,.64,10,29.1
156,堡林,2022-07-31 12:00,25.7,4.9,.9,90,99,0,.23,10,27.5
156,堡林,2022-07-31 13:00,26,1.9,1.9,160,99,0,.53,10,28.5
156,堡林,2022-07-31 14:00,26,1,2.1,180,99,0,.64,10,28.7
156,堡林,2022-07-31 15:00,26.8,.1,3.7,180,99,0,1.13,10,31.3
156,堡林,2022-07-31 16:00,27.6,,3.3,180,97,0,1.34,10,32
156,堡林,2022-07-31 17:00,27,0,3.1,180,99,0,.51,10,29.3
156,堡林,2022-07-31 18:00,25.9,.6,2.6,180,99,0,.48,10,27.9
156,堡林,2022-07-31 19:00,26.5,0,3.3,180,99,0,.23,10,27.3
156,堡林,2022-07-31 20:00,26.2,1.3,3.7,180,99,0,.09,10,25.9
156,堡林,2022-07-31 21:00,26.4,.1,2.2,160,99,,,9,25.9
156,堡林,2022-07-31 22:00,26.8,.3,3,180,99,,,10,26
156,堡林,2022-07-31 23:00,25.8,7.1,2.2,200,99,,,10,25.9
156,堡林,2022-08-01 00:00,26,7.5,3.2,180,99,,,10,25.8
156,堡林,2022-08-01 01:00,26.5,.3,4.1,180,99,,,10,25.8
156,堡林,2022-08-01 02:00,27.2,0,4.5,180,99,,,8,25.8
156,堡林,2022-08-01 03:00,27.3,,3.9,200,99,,,8,25.8
156,堡林,2022-08-01 04:00,27.2,0,3.8,180,99,,,10,25.8
156,堡林,2022-08-01 05:00,26.4,.4,2.8,180,99,,,10,25.7
156,堡林,2022-08-01 06:00,25.8,.1,2.1,180,99,0,.06,10,25.7
156,堡林,2022-08-01 07:00,25.7,.7,1.5,180,99,0,.11,10,26.1
156,堡林,2022-08-01 08:00,26.9,0,2,180,99,0,.35,10,27.9
156,堡林,2022-08-01 09:00,27.9,,1.4,180,99,.1,.93,7,30.1
156,堡林,2022-08-01 10:00,28.9,0,3.3,180,97,.4,1.36,8,33.9
156,堡林,2022-08-01 11:00,29.1,0,1.8,110,97,0,1.09,9,33
156,堡林,2022-08-01 12:00,28.3,0,2.6,160,97,0,1.09,10,31.5
156,堡林,2022-08-01 13:00,29.1,0,3,140,93,0,1.25,10,32.6
156,堡林,2022-08-01 14:00,28.9,0,1.2,110,95,0,1.04,10,31.4
156,堡林,2022-08-01 15:00,29,,1.3,110,97,0,.83,8,32.1
156,堡林,2022-08-01 16:00,28.8,,2.7,110,97,0,.9,8,30.4
156,堡林,2022-08-01 17:00,28.7,,4,180,97,0,.41,7,29
156,堡林,2022-08-01 18:00,28.4,,4.7,200,98,0,.32,5,27.8
156,堡林,2022-08-01 19:00,28.3,,3.5,200,98,0,.19,6,27.6
156,堡林,2022-08-01 20:00,27.9,,2.8,200,99,0,.07,7,26.9
156,堡林,2022-08-01 21:00,27.5,,3.1,180,99,,,3,26.3
156,堡林,2022-08-01 22:00,27.4,0,3.2,200,98,,,10,26.2
156,堡林,2022-08-01 23:00,26.7,0,3,200,99,,,10,26.2
156,堡林,2022-08-02 00:00,26.9,0,2.8,200,99,,,9,25.7
156,堡林,2022-08-02 01:00,27,,1.9,200,99,,,9,25.9
156,堡林,2022-08-02 02:00,26.5,0,3.3,200,99,,,10,25.9
156,堡林,2022-08-02 03:00,26.3,0,1.7,200,99,,,10,26
156,堡林,2022-08-02 04:00,25.8,.7,2.4,180,99,,,10,25.9
156,堡林,2022-08-02 05:00,25.6,.2,2,180,99,,,10,25.9
156,堡林,2022-08-02 06:00,25.7,.3,1.9,180,99,0,.07,8,25.7
156,堡林,2022-08-02 07:00,26.1,,2.3,180,99,0,.18,8,26.7
156,堡林,2022-08-02 08:00,26.1,.3,1.9,270,99,0,.48,10,27.7
156,堡林,2022-08-02 09:00,27.3,0,2.8,230,99,.2,.59,7,30.1
156,堡林,2022-08-02 10:00,28.7,,3.5,200,97,.7,1.92,8,34.5
156,堡林,2022-08-02 11:00,28.5,,3.5,230,98,.1,1.26,9,33
156,堡林,2022-08-02 12:00,28.5,.2,3.3,230,99,.3,1.56,9,34.2
156,堡林,2022-08-02 13:00,29.3,,2.9,230,97,.1,1.68,9,34.5
156,堡林,2022-08-02 14:00,29.1,,2.9,230,97,.1,1.01,6,33.8
156,堡林,2022-08-02 15:00,30.2,,3.2,230,89,.5,2.07,8,36.5
156,堡林,2022-08-02 16:00,30.1,,2.1,250,87,.3,1.33,8,34.3
156,堡林,2022-08-02 17:00,31.4,,2.8,270,76,.6,1.49,8,35.5
156,堡林,2022-08-02 18:00,30.7,,2.4,270,81,.4,.75,8,31.7
156,堡林,2022-08-02 19:00,29.7,,1.3,250,84,.9,.6,7,29.1
156,堡林,2022-08-02 20:00,28.5,,1.9,230,98,.2,.11,5,27.7
156,堡林,2022-08-02 21:00,28.1,,1.5,250,97,,,5,26.6
156,堡林,2022-08-02 22:00,27.6,,2,230,98,,,3,26.5
156,堡林,2022-08-02 23:00,27.1,,.9,230,99,,,6,26
156,堡林,2022-08-03 00:00,27,,1.2,200,99,,,3,25.8
156,堡林,2022-08-03 01:00,26.2,2.6,1.3,250,99,,,10,26.4
156,堡林,2022-08-03 02:00,25.9,0,1,230,99,,,5,25.9
156,堡林,2022-08-03 03:00,26.2,.1,.4,0,99,,,8,26.3
156,堡林,2022-08-03 04:00,26,,.8,200,99,,,10,26.1
156,堡林,2022-08-03 05:00,25.7,.1,.7,200,99,,,10,26.2
156,堡林,2022-08-03 06:00,25.9,.1,.6,180,99,0,.06,7,25.9
156,堡林,2022-08-03 07:00,26.3,,.9,180,99,.1,.25,6,27
156,堡林,2022-08-03 08:00,27.8,,1.1,180,99,.5,.78,5,30.5
156,堡林,2022-08-03 09:00,28.1,,.3,0,99,.1,.74,7,30.5
156,堡林,2022-08-03 10:00,29.8,,.5,270,90,.4,1.42,5,34.8
156,堡林,2022-08-03 11:00,26.2,7.3,1.5,250,99,.1,.81,10,28.8
156,堡林,2022-08-03 12:00,28.1,0,1.6,230,99,.4,1.68,8,37.1
156,堡林,2022-08-03 13:00,29.3,,1.9,250,99,.2,1.97,8,38.9
156,堡林,2022-08-03 14:00,29.2,,2.7,230,99,.1,1.76,8,37.4
156,堡林,2022-08-03 15:00,30.9,,2.1,250,86,.4,2.05,8,38.4
156,堡林,2022-08-03 16:00,30,1.2,.7,50,99,.5,1.72,8,39.7
156,堡林,2022-08-03 17:00,29.6,,1.1,340,97,.6,1.71,8,36.6
156,堡林,2022-08-03 18:00,29.4,,1.6,250,98,.5,.87,8,32
156,堡林,2022-08-03 19:00,28.9,0,2.6,270,98,.5,.44,8,29.8
156,堡林,2022-08-03 20:00,28.4,,.9,270,99,.1,.1,8,28.1
156,堡林,2022-08-03 21:00,27.9,,1.3,250,99,,,7,27.9
156,堡林,2022-08-03 22:00,27.3,,1.8,230,99,,,7,27
156,堡林,2022-08-03 23:00,26.9,,1.6,230,99,,,6,26.6
156,堡林,2022-08-04 00:00,26.8,,1.7,230,99,,,6,26.9
156,堡林,2022-08-04 01:00,26.8,,2.1,230,99,,,6,26.7
156,堡林,2022-08-04 02:00,26.6,,1.6,230,99,,,5,26.6
156,堡林,2022-08-04 03:00,26.4,,.9,230,99,,,3,26.3
156,堡林,2022-08-04 04:00,26.5,,1.4,230,99,,,7,26.6
156,堡林,2022-08-04 05:00,26.4,,.5,230,99,,,5,26.3
156,堡林,2022-08-04 06:00,26.5,,.5,200,99,0,.06,6,26.6
156,堡林,2022-08-04 07:00,26.9,,.6,180,99,.3,.29,4,27.6
156,堡林,2022-08-04 08:00,27.5,,1.1,230,99,.2,.57,8,29.4
156,堡林,2022-08-04 09:00,28.7,,1.3,250,98,.5,1.19,8,32.7
156,堡林,2022-08-04 10:00,30,,1.4,230,91,.8,1.92,9,37.8
156,堡林,2022-08-04 11:00,30.6,,1.9,250,80,.8,2.53,7,37.8
156,堡林,2022-08-04 12:00,30.8,,1.5,250,79,.7,2.8,7,37.2
156,堡林,2022-08-04 13:00,31.5,,1.1,340,77,.4,2.25,8,38.9
156,堡林,2022-08-04 14:00,31.3,,2.4,270,82,.4,1.83,9,38.6
156,堡林,2022-08-04 15:00,32.4,,.8,320,72,.9,2.61,7,39.9
156,堡林,2022-08-04 16:00,32.9,,1.9,250,77,.7,1.94,8,41
156,堡林,2022-08-04 17:00,32.6,,2.2,250,71,1,2.2,7,38.6
156,堡林,2022-08-04 18:00,31.5,,2,270,83,.6,.97,7,34.9
156,堡林,2022-08-04 19:00,30.3,,2.6,270,87,.9,.61,7,30.7
156,堡林,2022-08-04 20:00,29.2,,1.8,250,91,.1,.11,4,28.2
156,堡林,2022-08-04 21:00,28.8,,2,270,96,,,2,28.1
156,堡林,2022-08-04 22:00,28.1,,1.8,230,99,,,2,27.6
156,堡林,2022-08-04 23:00,27.7,,1,250,99,,,2,26.7
156,堡林,2022-08-05 00:00,27.1,,2.1,230,99,,,2,26.1
156,堡林,2022-08-05 01:00,27,,1.5,200,99,,,2,26.3
